2025-07-15 12:53:18,813 - INFO - Macro result: True
2025-07-15 12:53:18,813 - INFO - Attempting Micro download for RANGAT...
2025-07-15 12:53:24,911 - INFO - Saved Micro-nutrients CSV to C:\Users\Admin\Desktop\Projects\DE\Soil-Health-Data-Engineering-Assignment\Data Scraping\data\raw\2023-24\ANDAMAN & NICOBAR\NORTH AND MIDDLE ANDAMAN\RANGAT_micro.csv
2025-07-15 12:53:24,911 - INFO - Micro result: True
2025-07-15 12:53:27,993 - INFO - For State: ANDAMAN & NICOBAR and district: SOUTH ANDAMANS
Found Blocks: ['FERRARGUNJ - 6493', 'LITTLE ANDAMAN - 6494', 'PROTHRAPUR - 6496']
2025-07-15 12:53:29,708 - INFO - Scraping: 2023-24 > ANDAMAN & NICOBAR > SOUTH ANDAMANS > FERRARGUNJ - 6493
2025-07-15 12:53:29,708 - INFO - Attempting Macro download for FERRARGUNJ...
2025-07-15 12:53:36,991 - INFO - Saved Macro-nutrients CSV to C:\Users\Admin\Desktop\Projects\DE\Soil-Health-Data-Engineering-Assignment\Data Scraping\data\raw\2023-24\ANDAMAN & NICOBAR\SOUTH ANDAMANS\FERRARGUNJ_macro.csv
2025-07-15 12:53:36,991 - INFO - Macro result: True
2025-07-15 12:53:36,991 - INFO - Attempting Micro download for FERRARGUNJ...
2025-07-15 12:53:43,179 - INFO - Saved Micro-nutrients CSV to C:\Users\Admin\Desktop\Projects\DE\Soil-Health-Data-Engineering-Assignment\Data Scraping\data\raw\2023-24\ANDAMAN & NICOBAR\SOUTH ANDAMANS\FERRARGUNJ_micro.csv
2025-07-15 12:53:43,179 - INFO - Micro result: True
2025-07-15 12:53:43,179 - INFO - Scraping: 2023-24 > ANDAMAN & NICOBAR > SOUTH ANDAMANS > LITTLE ANDAMAN - 6494
2025-07-15 12:53:43,180 - INFO - Attempting Macro download for LITTLE ANDAMAN...
2025-07-15 12:53:47,850 - WARNING - SKipping (No Data): 2023-24 | ANDAMAN & NICOBAR | SOUTH ANDAMANS | LITTLE ANDAMAN - 6494
2025-07-15 12:53:47,850 - INFO - Macro result: None
2025-07-15 12:53:47,850 - INFO - Attempting Micro download for LITTLE ANDAMAN...
2025-07-15 12:53:51,465 - WARNING - SKipping (No Data): 2023-24 | ANDAMAN & NICOBAR | SOUTH ANDAMANS | LITTLE ANDAMAN - 6494
2025-07-15 12:53:51,465 - INFO - Micro result: None
2025-07-15 12:53:51,465 - INFO - Scraping: 2023-24 > ANDAMAN & NICOBAR > SOUTH ANDAMANS > PROTHRAPUR - 6496
2025-07-15 12:53:51,465 - INFO - Attempting Macro download for PROTHRAPUR...
2025-07-15 12:53:58,087 - INFO - Saved Macro-nutrients CSV to C:\Users\Admin\Desktop\Projects\DE\Soil-Health-Data-Engineering-Assignment\Data Scraping\data\raw\2023-24\ANDAMAN & NICOBAR\SOUTH ANDAMANS\PROTHRAPUR_macro.csv
2025-07-15 12:53:58,087 - INFO - Macro result: True
2025-07-15 12:53:58,087 - INFO - Attempting Micro download for PROTHRAPUR...
2025-07-15 12:54:04,245 - INFO - Saved Micro-nutrients CSV to C:\Users\Admin\Desktop\Projects\DE\Soil-Health-Data-Engineering-Assignment\Data Scraping\data\raw\2023-24\ANDAMAN & NICOBAR\SOUTH ANDAMANS\PROTHRAPUR_micro.csv
2025-07-15 12:54:04,246 - INFO - Micro result: True
2025-07-15 12:54:07,767 - INFO - For State: ANDHRA PRADESH
Found Districts: ['ANANTAPUR', 'Alluri Sitharama Raju', 'Anakapalli', 'Annamayya', 'Bapatla', 'CHITTOOR', 'EAST GODAVARI', 'Eluru', 'GUNTUR', 'KRISHNA', 'KURNOOL', 'Kakinada', 'Konaseema', 'NTR', 'Nandyal', 'PRAKASAM', 'Palnadu', 'Parvathipuram Manyam', 'SPSR NELLORE', 'SRIKAKULAM', 'Sri Sathya Sai', 'Tirupati', 'VISAKHAPATANAM', 'VIZIANAGARAM', 'WEST GODAVARI', 'Y.S.R.']
2025-07-15 12:54:13,136 - INFO - For State: ANDHRA PRADESH and district: ANANTAPUR
